evid;dt;opid;dispid;rsname;mcssn;mcsname;msuid;msuname;grpname;typeid;direction;statusid;description;duration;notRead;recorded;media;extdispid;soundfile;trgid;trgname;grpid;loneworker;addInfo;sourceid;userName;source_name;target_name;source_uid;target_uid;channel_id;is_server_event
128779;2025-04-19 11:25:23.230;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601014);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;All Call;dmr:1601014@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128780;2025-04-19 11:29:37.450;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;VOIX TUNIS;dmr:11093010@subscribers.global;dmr:6505@subscribers.global;17826016;0
128781;2025-04-19 11:34:18.057;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604047;VOIX TUNIS;dmr:1604047@subscribers.global;dmr:6505@subscribers.global;17826016;0
128782;2025-04-19 11:34:18.057;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604047);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604047;All Call;dmr:1604047@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128783;2025-04-19 11:36:44.607;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1603205;VOIX TUNIS;dmr:1603205@subscribers.global;dmr:6505@subscribers.global;17826016;0
128784;2025-04-19 11:37:04.623;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1603033;VOIX TUNIS;dmr:1603033@subscribers.global;dmr:6505@subscribers.global;17826016;0
128785;2025-04-19 11:38:20.980;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128786;2025-04-19 11:38:22.060;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128787;2025-04-19 11:38:30.273;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128788;2025-04-19 11:38:47.190;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;VOIX TUNIS;dmr:11092017@subscribers.global;dmr:6505@subscribers.global;17826016;0
128789;2025-04-19 11:38:47.190;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128790;2025-04-19 11:38:49.830;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128791;2025-04-19 11:38:56.850;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الحرس البلدي بالمنيهلة;VOIX TUNIS;dmr:11092005@subscribers.global;dmr:6505@subscribers.global;17826016;0
128792;2025-04-19 11:38:56.850;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الحرس البلدي بالمنيهلة);6;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الحرس البلدي بالمنيهلة;All Call;dmr:11092005@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128793;2025-04-19 11:39:17.490;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128794;2025-04-19 11:39:23.853;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128795;2025-04-19 11:39:29.133;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الحرس البلدي بالمنيهلة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الحرس البلدي بالمنيهلة;All Call;dmr:11092005@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128796;2025-04-19 11:39:33.870;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الحرس البلدي بالمنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الحرس البلدي بالمنيهلة;All Call;dmr:11092005@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128797;2025-04-19 11:39:35.027;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128798;2025-04-19 11:39:42.450;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز أمن عمومي الصنهاجي);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;All Call;dmr:11092025@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128799;2025-04-19 11:39:46.883;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128800;2025-04-19 11:39:52.597;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز أمن عمومي الصنهاجي);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;All Call;dmr:11092025@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128801;2025-04-19 11:39:56.990;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128802;2025-04-19 11:40:00.220;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);7;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128803;2025-04-19 11:40:09.150;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1603033;VOIX TUNIS;dmr:1603033@subscribers.global;dmr:6505@subscribers.global;17826016;0
128804;2025-04-19 11:40:09.150;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1603033);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1603033;All Call;dmr:1603033@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128805;2025-04-19 11:40:12.397;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128806;2025-04-19 11:40:14.313;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128807;2025-04-19 11:40:19.353;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128808;2025-04-19 11:40:29.890;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;;0;0;2;MANOUBA (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13009002;VOICE MANOUBA;dmr:13009002@subscribers.global;dmr:6505@subscribers.global;22020320;0
128809;2025-04-19 11:49:59.720;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604080;VOIX TUNIS;dmr:1604080@subscribers.global;dmr:6505@subscribers.global;17826016;0
128810;2025-04-19 11:49:59.720;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604080);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604080;All Call;dmr:1604080@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128811;2025-04-19 11:50:06.617;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128812;2025-04-19 11:52:33.670;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128813;2025-04-19 11:52:41.873;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128814;2025-04-19 11:52:45.007;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);8;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128815;2025-04-19 11:53:22.380;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128816;2025-04-19 11:53:27.543;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128817;2025-04-19 11:53:32.047;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);9;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128818;2025-04-19 11:53:48.780;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128819;2025-04-19 11:53:54.727;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128820;2025-04-19 11:53:57.253;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128821;2025-04-19 11:54:00.847;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128822;2025-04-19 11:54:07.447;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128823;2025-04-19 11:54:11.823;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128824;2025-04-19 12:01:19.667;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601014);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;All Call;dmr:1601014@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128825;2025-04-19 12:01:28.313;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128826;2025-04-19 12:01:28.747;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128827;2025-04-19 12:01:33.347;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601014);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;All Call;dmr:1601014@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128828;2025-04-19 12:01:37.307;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601014);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;All Call;dmr:1601014@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128829;2025-04-19 12:01:41.517;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128830;2025-04-19 12:04:21.283;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز بحري قمرت;VOIX TUNIS;dmr:11817041@subscribers.global;dmr:6505@subscribers.global;17826016;0
128831;2025-04-19 12:04:30.877;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128832;2025-04-19 12:04:32.200;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128833;2025-04-19 12:04:33.040;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128834;2025-04-19 12:04:35.677;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128835;2025-04-19 12:04:36.270;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1603210;VOIX TUNIS;dmr:1603210@subscribers.global;dmr:6505@subscribers.global;17826016;0
128836;2025-04-19 12:04:38.740;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128837;2025-04-19 12:04:41.977;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128838;2025-04-19 12:04:45.327;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128839;2025-04-19 12:06:06.877;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;VOIX TUNIS;dmr:11094002@subscribers.global;dmr:6505@subscribers.global;17826016;0
128840;2025-04-19 12:06:06.877;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128841;2025-04-19 12:06:13.837;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128842;2025-04-19 12:06:17.553;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128843;2025-04-19 12:06:19.603;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128844;2025-04-19 12:06:35.210;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128845;2025-04-19 12:06:35.977;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128846;2025-04-19 12:06:40.293;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094002@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128847;2025-04-19 12:07:51.453;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فو الطلائع المركزي;VOIX TUNIS;dmr:11002011@subscribers.global;dmr:6505@subscribers.global;17826016;0
128848;2025-04-19 12:10:03.690;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (34562سيارة التدخل بفوج نعسان);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;34562سيارة التدخل بفوج نعسان;All Call;dmr:11105033@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128849;2025-04-19 12:10:04.713;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (34562سيارة التدخل بفوج نعسان);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;34562سيارة التدخل بفوج نعسان;All Call;dmr:11105033@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128850;2025-04-19 12:10:07.953;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
